@RELATION snore_sound/model/svmSM
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {snore,not_snore}

@DATA
0.022590,0.005244,2.625793,0.131944,0.203320,0.154433,0.026196,0.032160,-29.843489,2.480398,0.047326,0.320101,-0.273620,0.776081,0.258458,0.060165,0.064664,-0.096248,0.243945,-0.008739,0.110433,0.003123,0.000741,0.065634,0.002524,0.008951,0.004097,0.176847,0.002162,0.001611,0.002747,0.067418,0.000662,0.060408,0.016564,0.003765,0.316026,0.030572,0.026061,0.116026,0.030042,0.026527,2.412707,0.521142,0.258465,0.252553,0.302877,0.329494,0.175354,0.160506,0.148575,0.147373,0.179097,0.123591,0.112373,0.002970,0.000754,0.048932,0.002319,0.007394,0.004346,0.108732,0.002730,0.001633,0.002252,0.038671,0.000711,0.022593,snore
0.081039,0.029021,2.840122,0.172791,0.198367,0.462646,0.046199,0.135264,-26.804618,2.606920,0.524953,0.129847,0.026495,0.162048,-0.129800,-0.001699,0.099062,0.297358,-0.044949,0.054348,-0.047529,0.010232,0.001522,0.060616,0.004435,0.008978,0.003766,0.161051,0.000418,0.002411,0.006033,0.059618,0.003989,0.053453,0.105960,0.020303,0.424646,0.118373,0.051241,0.667779,0.086570,0.210652,3.613235,1.248569,0.553496,0.439166,0.413102,0.328578,0.367764,0.243356,0.225212,0.360428,0.259338,0.213160,0.220383,0.013289,0.001856,0.047401,0.004525,0.008950,0.003349,0.095660,0.000492,0.002465,0.007440,0.040663,0.004642,0.020482,not_snore
0.200723,0.018609,3.073866,0.306124,0.272608,1.444031,0.005988,0.365861,-24.530163,1.492421,0.016394,-0.135668,-0.153212,0.147023,0.155335,0.074917,-0.114807,-0.044526,-0.119754,0.038286,0.050294,0.010365,0.003357,0.036623,0.016620,0.017647,0.011255,0.043616,0.002707,0.004732,0.007334,0.032494,0.004485,0.021536,0.084021,0.026394,0.205790,0.067830,0.024054,0.634419,0.003860,0.209946,1.067323,0.469761,0.386420,0.366639,0.254976,0.211872,0.253618,0.181688,0.205718,0.179409,0.199323,0.145690,0.149334,0.010122,0.002878,0.024686,0.017386,0.016552,0.015277,0.033699,0.002420,0.003682,0.006511,0.025077,0.005073,0.008508,not_snore
0.233855,0.004645,3.126556,0.347643,0.290178,1.906868,0.003135,0.504675,-25.412320,1.023152,0.122944,0.200177,0.041167,0.063746,0.027625,0.040360,0.040750,0.036834,0.015797,0.039135,0.018613,0.007696,0.003322,0.034196,0.005967,0.009886,0.005359,0.067090,0.002161,0.004528,0.007429,0.045271,0.004080,0.024122,0.040156,0.007396,0.235788,0.023114,0.005558,0.434268,0.001527,0.127030,0.607085,0.236572,0.203443,0.191953,0.187908,0.171313,0.152678,0.135299,0.137052,0.138533,0.146496,0.148300,0.136473,0.005073,0.002929,0.022285,0.004095,0.005581,0.003527,0.042438,0.001587,0.003401,0.004386,0.028405,0.003455,0.009668,not_snore
0.188874,0.030870,3.007336,0.290068,0.266023,1.285762,0.008232,0.320590,-24.060578,1.630329,-0.107866,-0.248506,-0.214462,0.115718,0.174018,0.067209,-0.096973,-0.067350,-0.176971,0.004829,0.049377,0.009939,0.004985,0.039067,0.018878,0.018473,0.011187,0.038228,0.002489,0.005198,0.006824,0.028063,0.004564,0.021583,0.090685,0.041836,0.266590,0.075681,0.028694,0.644962,0.005165,0.218238,1.291190,0.523952,0.512513,0.416267,0.339464,0.217426,0.245905,0.203953,0.215043,0.183333,0.199737,0.153152,0.169299,0.010939,0.005859,0.030614,0.021936,0.018490,0.014744,0.033129,0.002386,0.005425,0.005839,0.022778,0.005256,0.009388,not_snore
0.206042,0.033234,3.052940,0.310277,0.274105,1.382108,0.006861,0.363215,-24.188608,1.634929,-0.099023,-0.134469,-0.153784,0.033285,0.077300,0.005574,-0.042720,-0.048847,-0.100779,0.045724,0.043269,0.011221,0.004570,0.030933,0.014071,0.018345,0.013293,0.043359,0.002584,0.005643,0.009288,0.032256,0.005446,0.021454,0.097741,0.043566,0.236763,0.078329,0.025150,0.601033,0.004286,0.219712,1.238608,0.515612,0.480194,0.330137,0.303115,0.230383,0.233827,0.209684,0.195265,0.173997,0.186381,0.165106,0.152786,0.012311,0.005471,0.022762,0.017246,0.019739,0.015594,0.034120,0.002930,0.005441,0.008871,0.025280,0.006136,0.009184,not_snore
0.182079,0.029663,3.087824,0.292964,0.269780,1.327881,0.006278,0.313810,-23.954869,1.638448,-0.190813,-0.147646,-0.207191,0.005890,0.054497,0.012903,-0.047833,0.001980,-0.053757,0.020612,-0.002307,0.009863,0.008499,0.027180,0.016270,0.016887,0.013190,0.039332,0.003906,0.006501,0.012090,0.031333,0.006831,0.020133,0.076888,0.038177,0.193039,0.064926,0.024429,0.546723,0.003513,0.190312,1.120538,0.447134,0.458431,0.311880,0.271998,0.242405,0.227167,0.228541,0.214897,0.201017,0.204181,0.179302,0.166234,0.009377,0.012097,0.020900,0.019809,0.017067,0.015263,0.029455,0.005298,0.006532,0.012636,0.024718,0.008359,0.008207,not_snore
0.197334,0.033272,3.098028,0.304398,0.274765,1.384318,0.005931,0.342817,-23.799552,1.635265,-0.167765,-0.174279,-0.282174,0.046858,0.033625,0.034994,0.000492,-0.019495,-0.054195,0.011135,0.013912,0.010892,0.007274,0.022870,0.012544,0.018639,0.013962,0.040907,0.003391,0.007678,0.009095,0.031554,0.008309,0.019304,0.086642,0.042736,0.191270,0.069709,0.025372,0.583124,0.003332,0.213278,1.240722,0.464767,0.433639,0.304786,0.275877,0.266521,0.217894,0.184256,0.188244,0.176186,0.178021,0.163997,0.164080,0.009735,0.008916,0.016467,0.012277,0.018277,0.017389,0.032331,0.004570,0.008383,0.008236,0.026170,0.010136,0.008352,not_snore
0.200829,0.017724,3.117902,0.308667,0.273233,1.503114,0.005232,0.370071,-24.462582,1.477493,-0.173363,-0.093725,-0.014932,0.045092,0.017221,0.008764,-0.017210,0.005230,-0.023320,0.003899,-0.020822,0.013854,0.006610,0.029340,0.010774,0.012127,0.008181,0.047274,0.006244,0.007689,0.008714,0.035567,0.005321,0.020656,0.080197,0.024396,0.157724,0.065029,0.024282,0.537546,0.002982,0.196045,1.161142,0.422064,0.519613,0.303718,0.264705,0.218730,0.206428,0.201616,0.168309,0.170317,0.167369,0.157823,0.146959,0.014490,0.009283,0.022571,0.010819,0.010864,0.009068,0.035452,0.011360,0.008786,0.007526,0.025255,0.004986,0.009083,not_snore
0.217643,0.018181,3.096810,0.316045,0.275029,1.476569,0.005962,0.383157,-24.415092,1.629733,-0.052237,-0.054541,-0.053792,-0.024872,-0.062589,-0.021324,-0.030613,-0.002122,-0.054457,-0.016949,-0.018195,0.013142,0.006678,0.029676,0.015456,0.014138,0.009269,0.043417,0.003420,0.008189,0.009220,0.032501,0.008100,0.020930,0.106059,0.023155,0.169522,0.077533,0.023335,0.561404,0.003370,0.215060,1.075960,0.445187,0.484043,0.281585,0.266888,0.216491,0.204775,0.194734,0.183474,0.173470,0.167638,0.161038,0.149945,0.015422,0.008783,0.021014,0.019857,0.011497,0.009408,0.035782,0.005218,0.009214,0.007545,0.024592,0.010861,0.009772,not_snore
0.207071,0.019456,3.119351,0.316854,0.278913,1.557117,0.004804,0.403780,-24.655234,1.402318,-0.039502,-0.036327,-0.109652,0.048881,0.121857,0.024096,-0.047647,0.008462,-0.021107,0.001965,0.014890,0.009951,0.004771,0.029784,0.010787,0.013632,0.009953,0.059053,0.003822,0.007240,0.008835,0.036676,0.004617,0.022771,0.062883,0.024743,0.181718,0.047427,0.017934,0.472978,0.002562,0.166919,0.871447,0.333704,0.338240,0.261912,0.268023,0.214513,0.193792,0.193482,0.171229,0.167371,0.168160,0.160721,0.164785,0.007539,0.006123,0.020066,0.012193,0.010576,0.011023,0.038414,0.005012,0.007882,0.007078,0.025871,0.004112,0.009153,not_snore
0.191459,0.023576,3.100534,0.304799,0.275470,1.393129,0.005900,0.353549,-24.393982,1.565162,-0.127171,-0.162757,-0.198562,0.027807,0.103747,0.051154,-0.043459,-0.012141,-0.010273,0.017074,0.000804,0.011078,0.007061,0.027798,0.010382,0.016233,0.012351,0.050412,0.004114,0.006790,0.008944,0.034544,0.006458,0.021602,0.069048,0.036823,0.198706,0.057436,0.023088,0.514184,0.003578,0.192327,1.040953,0.409594,0.426829,0.290089,0.261233,0.234994,0.217886,0.214381,0.185388,0.173393,0.153926,0.153023,0.152901,0.010132,0.010445,0.018641,0.011104,0.015601,0.014915,0.034134,0.004994,0.007914,0.008614,0.027565,0.008289,0.008242,not_snore
0.020422,0.001185,2.879404,0.101866,0.182939,0.105332,0.018605,0.024338,-31.588926,3.283904,0.362617,0.810979,0.234818,0.216465,0.023052,0.187318,0.144981,-0.009268,0.043920,0.063807,-0.052198,0.007294,0.000699,0.118310,0.003724,0.016632,0.002462,0.171911,0.000190,0.001226,0.009226,0.051093,0.000728,0.061211,0.006914,0.000762,0.182639,0.025419,0.029364,0.050952,0.009111,0.007454,0.776543,0.410138,0.191240,0.211334,0.154043,0.145964,0.147494,0.142682,0.140724,0.137831,0.134374,0.130284,0.129682,0.006938,0.000700,0.063809,0.003785,0.013481,0.002527,0.074464,0.000206,0.001250,0.008440,0.030853,0.000746,0.014218,not_snore
0.056345,0.001285,3.114866,0.138034,0.190036,0.362794,0.009915,0.071572,-30.021868,3.199412,-0.196939,0.155540,-0.025289,0.128809,0.064965,0.101289,0.023857,-0.110345,-0.218039,0.003996,0.057056,0.025308,0.006566,0.040049,0.017617,0.025776,0.010565,0.047644,0.002553,0.007703,0.029338,0.026683,0.005904,0.024652,0.012074,0.001215,0.106782,0.016947,0.016916,0.124053,0.004649,0.016360,0.513626,0.251466,0.245019,0.191912,0.202277,0.184703,0.182475,0.173396,0.172392,0.173929,0.178390,0.171566,0.168871,0.020463,0.007414,0.024772,0.016006,0.018544,0.010204,0.028134,0.003791,0.008009,0.022230,0.018089,0.006818,0.007565,not_snore
0.018354,0.014299,2.849211,0.115932,0.192429,0.112785,0.020353,0.012424,-27.618473,2.161703,0.169904,0.940129,0.237672,0.307089,0.131930,0.278578,0.056660,0.145050,0.120455,0.074893,0.113210,0.001240,0.000225,0.166534,0.000970,0.005707,0.000679,0.221545,0.000142,0.000363,0.002089,0.043898,0.000247,0.083907,0.008680,0.007999,0.185760,0.024273,0.027076,0.056948,0.014066,0.005267,0.682664,0.185884,0.151320,0.213209,0.131513,0.136558,0.128466,0.130066,0.126075,0.123899,0.123609,0.119852,0.119030,0.001233,0.000197,0.093590,0.000930,0.005327,0.000630,0.093792,0.000131,0.000329,0.001998,0.032343,0.000221,0.014706,not_snore
0.019096,0.016908,2.907701,0.093937,0.167871,0.108268,0.018584,0.021366,-26.616041,3.377855,-0.281643,0.869490,0.442905,0.277284,0.105886,0.094640,0.114453,0.093844,0.060017,0.118770,0.045543,0.004826,0.000488,0.139558,0.003108,0.018734,0.001972,0.181685,0.000321,0.001088,0.007719,0.044082,0.000534,0.067958,0.006467,0.007454,0.169289,0.026238,0.034848,0.047232,0.010071,0.006969,0.549730,0.389696,0.295977,0.220945,0.147176,0.138646,0.135404,0.134769,0.133216,0.130554,0.128802,0.129436,0.124646,0.004571,0.000411,0.076216,0.002970,0.015287,0.001827,0.085618,0.000316,0.000926,0.006875,0.032053,0.000439,0.015650,not_snore
0.161401,0.003171,3.063207,0.281772,0.280104,1.009183,0.005307,0.318609,-27.669817,2.058984,0.060442,0.447334,0.302989,0.139247,-0.012932,0.264564,0.184600,0.134637,0.078418,0.066341,0.061987,0.007592,0.003466,0.044197,0.005338,0.021954,0.005753,0.076823,0.001396,0.004113,0.024009,0.044624,0.004438,0.030602,0.057038,0.001675,0.141667,0.049226,0.022531,0.253215,0.002122,0.135411,0.357018,0.233216,0.194146,0.168048,0.159631,0.150754,0.151279,0.149833,0.151289,0.146536,0.143806,0.141374,0.140271,0.005685,0.002864,0.026494,0.003984,0.015241,0.004929,0.038775,0.001284,0.003472,0.016273,0.028651,0.003582,0.009446,not_snore
0.189343,0.009974,3.113709,0.309062,0.281047,1.385003,0.005155,0.338587,-24.645812,1.553033,0.077594,-0.026917,-0.141957,-0.128273,-0.029776,-0.031690,-0.028755,0.049230,-0.028089,-0.001727,-0.003082,0.011091,0.006310,0.030438,0.012731,0.014225,0.011673,0.051031,0.002723,0.008786,0.008776,0.040289,0.006755,0.022956,0.069738,0.010616,0.167292,0.054610,0.018083,0.579168,0.002582,0.206758,0.931641,0.464938,0.365548,0.285795,0.249972,0.245766,0.235266,0.187706,0.199014,0.145396,0.170318,0.161913,0.143419,0.009859,0.008616,0.022639,0.018304,0.014551,0.015766,0.037024,0.003793,0.010712,0.008335,0.028391,0.008780,0.009133,not_snore
0.188521,0.011002,3.118249,0.303814,0.276311,1.389055,0.005948,0.328204,-24.692601,1.563788,0.152473,0.018338,-0.198388,-0.209970,-0.069520,-0.020793,0.007779,0.043073,-0.012922,-0.060670,-0.050163,0.013103,0.006171,0.031891,0.019343,0.015710,0.007151,0.042945,0.002269,0.007858,0.016486,0.036758,0.007421,0.023253,0.076943,0.009648,0.157373,0.054768,0.016480,0.571961,0.003063,0.201529,0.791264,0.428417,0.377653,0.242378,0.287595,0.238878,0.235368,0.174912,0.199235,0.168718,0.167023,0.147980,0.145189,0.011415,0.007615,0.022973,0.021391,0.014600,0.008340,0.034858,0.002563,0.008534,0.017575,0.026990,0.010223,0.008733,not_snore
0.184230,0.013362,3.139076,0.303339,0.276632,1.391635,0.005030,0.329932,-24.778758,1.505601,0.080996,0.131033,-0.042159,-0.080287,-0.026538,-0.027635,-0.019189,0.054420,0.006404,-0.007751,-0.008407,0.013350,0.004338,0.030330,0.013758,0.022883,0.009629,0.050923,0.003472,0.006657,0.009629,0.041637,0.007291,0.025313,0.062391,0.013988,0.125795,0.040381,0.013518,0.446862,0.002637,0.154246,0.660168,0.343550,0.362052,0.195537,0.237039,0.210350,0.183588,0.164855,0.149191,0.146031,0.150792,0.164148,0.146236,0.013306,0.004324,0.023405,0.013652,0.017361,0.009557,0.037142,0.004396,0.007687,0.008963,0.028671,0.005893,0.009363,not_snore
0.181541,0.008118,3.150405,0.306445,0.282274,1.360333,0.005623,0.327979,-24.941462,1.489417,0.241508,0.100351,-0.203833,-0.163169,-0.113943,-0.042508,0.046312,0.079661,0.002722,0.023334,-0.002566,0.010634,0.006348,0.028870,0.010944,0.013620,0.010385,0.057220,0.001905,0.010643,0.012019,0.041034,0.007144,0.024082,0.052469,0.007728,0.109360,0.035536,0.013395,0.451315,0.002792,0.162791,0.659089,0.355037,0.272517,0.231988,0.278934,0.234595,0.193738,0.171442,0.163803,0.150127,0.168178,0.140765,0.150234,0.008681,0.008232,0.021065,0.013107,0.014860,0.014353,0.037822,0.002158,0.014209,0.011999,0.029261,0.009881,0.008837,not_snore
0.213402,0.006922,3.161632,0.331440,0.287585,1.687745,0.003754,0.434611,-24.591249,1.219474,0.198982,0.178704,-0.055413,-0.043063,-0.009570,0.055741,0.067128,0.048345,0.038590,0.022861,-0.001445,0.010437,0.003766,0.034187,0.007050,0.009843,0.006337,0.059189,0.002070,0.005627,0.008946,0.049546,0.006559,0.023707,0.046267,0.004766,0.127506,0.026637,0.007462,0.458541,0.001864,0.144726,0.495142,0.304275,0.237461,0.222347,0.250835,0.206809,0.166859,0.158199,0.156476,0.146460,0.138237,0.147490,0.132144,0.007406,0.003372,0.020782,0.006484,0.005808,0.005557,0.037315,0.001553,0.005621,0.006324,0.028260,0.007605,0.007673,not_snore
0.208816,0.006588,3.101234,0.322317,0.284421,1.552504,0.004679,0.403688,-24.984297,1.444806,0.086432,0.026915,-0.152603,-0.065428,0.061930,0.047763,-0.013641,-0.016559,-0.028134,0.004140,0.025050,0.012382,0.006665,0.032251,0.010215,0.015853,0.007793,0.055880,0.002038,0.005336,0.009282,0.040541,0.005186,0.022904,0.065185,0.005192,0.174983,0.045045,0.014782,0.481880,0.002321,0.175402,0.747719,0.350409,0.299531,0.245400,0.257107,0.199319,0.182886,0.172801,0.176165,0.143922,0.143719,0.140783,0.130779,0.014054,0.010130,0.022122,0.009650,0.013217,0.007390,0.041652,0.001792,0.004012,0.007173,0.026899,0.005148,0.009643,not_snore
0.211224,0.011526,3.105934,0.319712,0.278124,1.610894,0.004852,0.405909,-24.621983,1.480909,0.076726,0.003939,-0.150562,-0.089692,0.031065,-0.023480,0.005046,0.005019,-0.030545,0.047708,-0.012014,0.011629,0.004494,0.031326,0.012985,0.013920,0.008893,0.043573,0.002729,0.007082,0.012481,0.034277,0.006079,0.019472,0.077686,0.013599,0.172856,0.061802,0.019753,0.542048,0.002569,0.196086,1.012712,0.437536,0.402919,0.260897,0.262459,0.258360,0.207874,0.195156,0.191943,0.166793,0.149091,0.154356,0.135097,0.012963,0.004039,0.018307,0.014634,0.012781,0.009316,0.033035,0.002772,0.007515,0.013033,0.023118,0.006788,0.007967,not_snore
0.207838,0.021453,3.067239,0.312711,0.270054,1.550472,0.005521,0.381448,-24.303787,1.457639,0.012020,-0.075215,-0.125938,-0.090693,0.062018,-0.005553,0.020690,0.009772,-0.083240,0.010148,-0.004298,0.011002,0.007360,0.033262,0.013308,0.014777,0.009833,0.039254,0.002648,0.008184,0.009009,0.031725,0.006162,0.019681,0.086338,0.028840,0.209129,0.066514,0.025056,0.571027,0.002857,0.200994,1.199346,0.451571,0.496276,0.314302,0.290243,0.218332,0.209808,0.199513,0.208534,0.177817,0.193649,0.161864,0.153532,0.010194,0.009980,0.025645,0.014082,0.012737,0.011626,0.029676,0.003817,0.010332,0.008555,0.024420,0.006605,0.008708,not_snore
0.194268,0.014119,3.149591,0.320993,0.284648,1.490993,0.005220,0.385835,-24.233524,1.372562,0.244353,0.024621,-0.213389,-0.147719,-0.039664,0.024509,0.059741,0.046207,0.013086,0.017919,0.034136,0.009855,0.007181,0.028953,0.007979,0.009756,0.008450,0.065458,0.001898,0.008702,0.013318,0.040986,0.005075,0.024952,0.057924,0.012818,0.120901,0.038262,0.012813,0.465669,0.002919,0.166763,0.558427,0.315535,0.200375,0.243454,0.284148,0.240283,0.180184,0.178325,0.158687,0.149780,0.155045,0.164011,0.152860,0.009099,0.010538,0.019564,0.009655,0.008019,0.009532,0.040659,0.002098,0.010159,0.016611,0.026998,0.005596,0.008739,not_snore
0.184942,0.006317,3.162813,0.313657,0.285735,1.382012,0.005368,0.344121,-25.110611,1.499950,0.187616,-0.048131,-0.289104,-0.146893,0.002882,0.074491,0.062313,0.026103,-0.004035,0.011534,-0.001520,0.011675,0.007273,0.029909,0.008675,0.010485,0.008632,0.058271,0.001977,0.009365,0.011430,0.041436,0.006858,0.023532,0.061651,0.005662,0.131488,0.042317,0.010777,0.536606,0.003153,0.181608,0.530801,0.397155,0.220269,0.273116,0.296282,0.225903,0.189595,0.165099,0.144548,0.165033,0.175862,0.164329,0.159404,0.011554,0.010917,0.020082,0.009678,0.008280,0.009142,0.040801,0.002095,0.009260,0.013331,0.028763,0.010314,0.009224,not_snore
0.231525,0.007724,3.183092,0.347474,0.290541,1.830989,0.003295,0.492498,-24.233882,1.052311,0.181970,0.227353,0.057246,0.056294,0.030494,0.036090,0.030151,0.037235,0.030376,0.035460,0.012687,0.007847,0.002909,0.030791,0.005437,0.009634,0.005217,0.072244,0.001943,0.003936,0.007039,0.051927,0.003116,0.026027,0.047972,0.003063,0.080252,0.023475,0.006098,0.423225,0.001665,0.136375,0.256173,0.195114,0.173746,0.151686,0.164528,0.151077,0.141727,0.132760,0.136663,0.146279,0.141506,0.134204,0.126022,0.005100,0.002097,0.018987,0.003920,0.005923,0.003609,0.043338,0.001297,0.002520,0.004560,0.029854,0.002010,0.009023,not_snore
0.218674,0.042731,3.182890,0.337701,0.288656,1.766896,0.003328,0.461343,-21.759660,1.094439,0.212763,0.207639,0.041884,0.057702,0.038458,0.060156,0.025287,0.042127,0.010099,0.016521,0.005729,0.008891,0.002785,0.038978,0.005751,0.010083,0.005356,0.072603,0.001983,0.003978,0.007471,0.051513,0.003086,0.027031,0.035944,0.011085,0.077095,0.012459,0.003559,0.369603,0.001666,0.106782,0.152022,0.153750,0.144086,0.141717,0.142240,0.128128,0.120092,0.130116,0.129336,0.133043,0.131850,0.134796,0.128952,0.006358,0.002133,0.025807,0.003655,0.006049,0.003593,0.043772,0.001239,0.002548,0.004991,0.028559,0.001736,0.008942,not_snore
0.222766,0.041994,3.193627,0.339150,0.288871,1.795357,0.003220,0.472695,-21.761443,1.108638,0.188876,0.180956,0.016502,0.052473,0.033138,0.076070,0.041340,0.034490,0.009600,0.013177,-0.005081,0.009936,0.003264,0.034414,0.006704,0.010606,0.005700,0.071260,0.002105,0.004245,0.006843,0.049442,0.004253,0.025652,0.036144,0.010879,0.077959,0.015107,0.004277,0.372364,0.001396,0.107983,0.177611,0.147951,0.144641,0.149015,0.156811,0.147192,0.143600,0.139756,0.144756,0.145939,0.147431,0.130252,0.127096,0.006875,0.002306,0.020897,0.006328,0.006946,0.004025,0.043827,0.001263,0.003295,0.004440,0.026663,0.003666,0.009153,not_snore
0.215756,0.041534,3.200448,0.332807,0.287699,1.742123,0.003549,0.448224,-21.769233,1.178592,0.150190,0.133455,-0.021810,0.033796,0.023731,0.046909,0.021600,0.039557,0.016267,0.014333,-0.000258,0.009418,0.003881,0.032647,0.007722,0.010475,0.005902,0.067526,0.002343,0.006035,0.008069,0.047338,0.005511,0.024504,0.037495,0.011968,0.068402,0.016702,0.004601,0.378284,0.001579,0.116328,0.226297,0.175416,0.171460,0.155459,0.172318,0.154437,0.155669,0.151045,0.147273,0.132623,0.136120,0.139061,0.124032,0.006690,0.003556,0.021193,0.005612,0.006608,0.004492,0.038358,0.001996,0.004909,0.004717,0.029609,0.005534,0.007913,not_snore
0.211041,0.008030,3.182970,0.332521,0.288085,1.696232,0.003504,0.440006,-24.165726,1.152196,0.194857,0.170017,-0.027995,0.020940,0.030885,0.075643,0.053041,0.027398,0.000345,0.015499,0.008187,0.010868,0.003318,0.036939,0.007028,0.010296,0.005404,0.076026,0.001948,0.004694,0.008173,0.048858,0.004289,0.027241,0.037797,0.003164,0.078804,0.016524,0.004750,0.364240,0.001960,0.116904,0.277355,0.206663,0.153988,0.150324,0.162935,0.176957,0.139403,0.137124,0.138247,0.126495,0.131470,0.129719,0.135841,0.008495,0.003157,0.023073,0.007070,0.007315,0.003788,0.046799,0.001320,0.003623,0.006744,0.028678,0.003597,0.009733,not_snore
0.185367,0.017223,3.112246,0.317490,0.283833,1.351290,0.006033,0.339628,-24.623926,1.567745,0.324122,-0.046492,-0.306682,-0.232106,-0.085651,0.009228,0.044985,0.056626,0.021410,0.061263,0.035469,0.012251,0.005332,0.024430,0.009651,0.012658,0.011082,0.055147,0.001540,0.009073,0.016656,0.040519,0.007107,0.023731,0.062942,0.014043,0.151688,0.048109,0.013920,0.529921,0.003752,0.190147,0.693470,0.424820,0.237747,0.239914,0.285106,0.242076,0.204674,0.178795,0.168096,0.167464,0.161195,0.154712,0.154989,0.010209,0.006763,0.016318,0.013169,0.014113,0.016096,0.042911,0.001430,0.011965,0.019487,0.026571,0.009286,0.010063,not_snore
0.199562,0.034784,3.045654,0.305958,0.265073,1.469698,0.005920,0.352796,-23.684802,1.477750,0.030370,-0.080638,-0.351609,-0.232740,-0.114041,0.028368,0.082696,0.121741,-0.030230,-0.029964,-0.027582,0.013448,0.008079,0.021587,0.011506,0.014724,0.008454,0.030949,0.002424,0.006232,0.014793,0.038084,0.011871,0.018813,0.081254,0.044420,0.260574,0.067926,0.024853,0.575665,0.002837,0.193077,1.240441,0.460988,0.453082,0.284200,0.294759,0.281894,0.251096,0.225337,0.224310,0.241570,0.188838,0.193153,0.164174,0.013428,0.011229,0.017364,0.014005,0.015637,0.008440,0.026658,0.002917,0.006269,0.016484,0.028206,0.014360,0.007940,not_snore
0.200000,0.023140,3.040068,0.305623,0.274061,1.519135,0.005233,0.366625,-23.937509,1.485049,-0.198528,0.029267,-0.205269,-0.088262,0.042924,-0.071988,-0.002499,0.048845,-0.080281,0.035267,0.025773,0.013141,0.004612,0.026061,0.011572,0.014745,0.008918,0.041630,0.003333,0.009461,0.010210,0.037934,0.009757,0.019670,0.069068,0.033692,0.275441,0.057700,0.023783,0.508869,0.002736,0.181786,1.315090,0.408881,0.392314,0.294021,0.285487,0.253475,0.213243,0.274998,0.196281,0.235725,0.214549,0.216669,0.171430,0.011557,0.005526,0.020006,0.011402,0.011751,0.008133,0.029612,0.003357,0.012396,0.009942,0.025083,0.012123,0.007788,not_snore
